Video Id,Video Title,Channel Id,Video Tags,Channel Title
ccMsoQJIW5s,Foreigners offered Tuba! - Cambais Falls & Osmena Peak // Philippines Travel Vlog 12,UC7fga_Kycp9z6pg5Yhx7R-w,"['tuba', 'foreigners drink tuba', 'osmena peak', 'philippines travel vlog', 'travel vlog', 'cambais falls', 'cambais', 'osmena', 'bisayang hilaw', 'bisaya nga hilaw', 'philippines', 'explore philippines', 'american speaks bisaya', 'foreigners offered tuba', 'coconut wine', 'bisaya', 'proud bisaya', 'bisaya ng hilaw', 'vlog', 'kawasan falls']",Bisayang Hilaw
Pfs6BKqUnpM,AMERICANS First Time MAKING NIPA HUTS 🇵🇭 Tanjay Philippines,UC7fga_Kycp9z6pg5Yhx7R-w,"['Bisayang Hilaw', 'Bisaya ng Hilaw', 'zowie palliaer', 'Carson moody', 'philippines', 'philippines travel vlog', 'philippines vlog', 'nipa huts', 'first time making nipa huts', 'American in the philippines', 'foreigner in the philippines', 'nipa', 'sewing nipa', 'travel vlog', 'vlog', 'philippines travel', 'Tanjay', 'bais', 'philippines nipa hut', 'the philippines']",Bisayang Hilaw
QeGa4Kk-S3A,FOREIGNERS react to driving in the PHILIPPINES! - Inambakan Falls // Philippines Travel Vlog,UC7fga_Kycp9z6pg5Yhx7R-w,"['inambakan falls', 'inambakan', 'cebu philippines', 'philippines', 'moalboal', 'moalboal philippines', 'philippines travel vlog', 'travel vlog', 'bisayang hilaw', 'differences between driving in philippines and america', 'american in the philippines', 'foreigner in the philippines', 'differences between philippines and america', 'becoming filipino', 'kulas', 'caloy', 'warr brothers', 'cebu waterfalls', 'philippines waterfalls', 'falls in philippines', 'travel philippines', 'cebu', 'travel cebu', 'cebu travel vlogs']",Bisayang Hilaw
4V8ShzEyamY,OUR SIMPLE LIFE IN PHILIPPINES PROVINCE|FILIPINA WITH FOREIGNER|LDR,UC7yK84cgpIy9iRjk1uoM8WA,"['house tour', 'simple house design', 'age gap relationship', 'ldr', 'Filipina foreigner couple', 'Jessa dahl', 'lawless family', 'simply rhaze', 'inday garnet', 'mia Sandoval', 'Annie skyum', 'Aileen kalev', 'ahern family', 'inday roning']",PINAY AFAM TV🇦🇺
Fy3zV2K61jc,MAGELLAN'S CROSS|STO. NIÑO CHURCH CEBU CITY|FOREIGNER LIVING IN THE PHILIPPINES,UC7yK84cgpIy9iRjk1uoM8WA,['#cebucity #magellanscross #solemnprocession #cebu'],PINAY AFAM TV🇦🇺
Fxu8UGdmfPU,FOREIGNER EXPLORE CEBU PROVINCE PHILIPPINES|FOREIGNER LIVING IN THE PHILIPPINES | PINAY AFAM,UC7yK84cgpIy9iRjk1uoM8WA,['#funnyvideos #foreignerinthephilippines #waterbuffalo #carabao #farmer #cow'],PINAY AFAM TV🇦🇺
cUb3tmKrZyI,HONDA BIG BIKES|CEBU CITY|FOREIGNER LIVING IN THE PHILIPPINES,UC7yK84cgpIy9iRjk1uoM8WA,[],PINAY AFAM TV🇦🇺
FTzPBlMisIE,IS THE PHILIPPINES SAFE? |FOREIGNER TRAVELS TO PHILIPPINES MOST DANGEROUS ISLAND,UC8OLrmcJnZWAZpH8fpyEChg,"['travel', 'vlog', 'travelvlog', 'philippines', 'adventure', 'mindanao']",Reidy Ventures
bSaPw3r8lkc,Honest Filipino Street Vendor Gets A Reward 💰🇵🇭,UC8fwExOkHg0_fX_XJcR31NA,"['philippines travel', 'philippines travel vlog', 'philippines travel guide', 'philippines travel video', 'philippines', 'manila', 'philippines vlog', 'manila philippines', 'philippines 2022', 'how to travel the philippines', 'travel vlog', 'first time in manila', 'manila street food', 'first impressions manila', 'foreigners in the philippines', 'manila city', 'manila 2022', 'moving to the philippines', 'travel to the philippines 2022', 'manilla vlog', 'filipino food', 'filipino street food', 'metro manila', 'cebupacific']",Harry Jaggard
lOF4vVxBQ-s,I Survived 24 Hours in the Philippines with No Money 🇵🇭,UC8fwExOkHg0_fX_XJcR31NA,[],Harry Jaggard
fzb_OTsJQ9s,My First Time In The PHILIPPINES (I Can't Believe This!) 🇵🇭,UC8fwExOkHg0_fX_XJcR31NA,"['philippines travel', 'philippines travel vlog', 'philippines travel guide', 'philippines travel video', 'philippines', 'manila', 'philippines vlog', 'manila philippines', 'philippines 2022', 'how to travel the philippines', 'first time in manila', 'manila street food', 'first impressions manila', 'foreigners in the philippines', 'manila city', 'manila 2022', 'moving to the philippines', 'travel to the philippines 2022', 'manilla vlog', 'filipino food', 'filipino street food', 'bgc manila', 'guadalupe makati']",Harry Jaggard
UROm764SUSE,FIRST TIME IN PHILIPPINES HISTORY,UC8qBrdamqYihT_xWo-zyo-A,[],Emirates Loves Philippines
4CIjiNM_p6M,Arabs react to Philippines street food,UC8qBrdamqYihT_xWo-zyo-A,[],Emirates Loves Philippines
OEsSteLwIyk,Foreigner's Conversations With Filipinos Speaking Their Language #shorts #philippines #pamilyaabilla,UC8rEUBRN_jolCH0MqEc2_HA,"['pamilya abilla', 'family adventure vlog', 'family friendly vlogs', 'philippine family vlogs', 'filipino american family', 'philippines', 'filipina american family', 'fil-am vlog', 'pinay-american vlog', 'filam comedy', 'filipino american relationship', 'fil-am couple in cebu', 'cebu', 'manila', 'davao', 'foreigner living in the philippines', 'fil am couple vlog', 'filipino american family vlog', 'filipino american couple in the philippines', 'cebu philippines', 'philippines travel', 'philippines vlog', 'filipino reaction']",Pamilya Abilla
Jsm7oZ-8lVk,Meeting My Filipina GF for the First Time in Manila! #LDR,UC8u9rhEMQ1dN4nUW9hLS21g,"['dating', 'dating a filipina', 'dating long distance', 'filipina', 'filipina girl', 'filipina girlfriend', 'first meeting', 'foreigner filipina relationship', 'ldr', 'long distance', 'long distance dating', 'long distance love', 'long distance relationship', 'long distance relationships', 'manila', 'province smile', 'relationship', 'relationships', 'the philippines', 'filipinas']",Province Smile
1Kgct3YJoJU,Eating Blood while in The Philippines with my LDR. #passportbros,UC8u9rhEMQ1dN4nUW9hLS21g,"['passport bro', 'passport bros', 'passportbros', 'filam', 'filam couple', 'philippines vlog', 'cavite city', 'cavite philippines', 'manila', 'filipina pea', 'filipina life', 'filipina vlog', 'filipina foreigner', 'filipina foreigner couple vlog', 'filipina foreigner dating', 'online dating philippines', 'online dating filipina', 'dating after divorce for men', 'ldr', 'long distance relationship', 'eating blood', 'province life philippines', 'province life', 'province smile', 'street food', 'filipino food', 'Dr. Who', 'tardis']",Province Smile
IC2IoO8PHEw,TARSIERS! Bohol's Cute Monkeys! + Trying Filipino Food (Pork Sisig) - Philippines Travel Vlog,UC94bSvWltDS6I0U_u7mn8VQ,"['tarsier in bohol', 'tarsiers in bohol', 'bohol', 'tarsier', 'bohol island', 'bohol philippines', 'tarsier monkey', 'tarsier sanctuary bohol', 'foreigner in the philippines', 'filipino food', 'foreigners try filipino food', 'philippines', 'philippines blog', 'philippines blogger', 'philippines travel', 'philippines travel blog', 'philippines travel vlog', 'philippines vlog', 'pork sisig', 'tarsiers', 'tarsiers philippines', 'the philippines', 'travel', 'travel blog', 'travel vlog', 'trying filipino food', 'two broskis', 'vlog']",Two Broskis
pZCZT41ikYs,Foreigners Try Filipino Street Food (DRIED FISH at Taboan Market) - Philippines Travel Vlog,UC94bSvWltDS6I0U_u7mn8VQ,"['foreigners try filipino street food', 'filipino street food', 'foreigners try filipino', 'filipino street food reaction', 'foreigners try filipino food', 'street food', 'filipino food', 'filipino food reaction', 'foreigners trying filipino food', 'best filipino food', 'trying filipino food', 'cebu travel', 'cebu vlogs', 'dried fish philippines', 'mukbang philippines', 'philippines', 'philippines travel', 'philippines travel vlog', 'philippines vlog', 'taste test', 'the philippines', 'travel vlog', 'two broskis', 'vlog']",Two Broskis
iXDvw2_BIqM,Foreigners Explore BGC Manila & Venice Grand Canal - Philippines Travel Vlog,UC94bSvWltDS6I0U_u7mn8VQ,"['bgc manila', 'bgc manila philippines', 'bgc manila vlog', 'bgc', 'manila', 'bgc philippines', 'manila vlog', 'metro manila', 'taguig manila', 'venice grand canal manila', 'bonifacio global city', 'bonifacio global city high street', 'bonifacio global city vlog', 'bonifacio high street', 'philippines', 'philippines travel', 'philippines travel video', 'philippines travel vlog', 'philippines vlog', 'travel', 'travel blog', 'travel blogger', 'travel vlog', 'two broskis', 'venice grand canal', 'venice grand canal mall taguig', 'vlog']",Two Broskis
y7DQc6s7LwA,First Time in MANILA (Exploring MAKATI & Potato Corner Fries!) - Philippines Travel Vlog,UC94bSvWltDS6I0U_u7mn8VQ,"['exploring manila', 'exploring manila philippines', 'manila', 'exploring makati', 'exploring the slums of manila', 'manila philippines', 'manila vlog', 'makati manila', 'philippines manila', 'filipino food', 'foreigners try filipino food', 'makati', 'philippines', 'philippines travel', 'philippines travel blog', 'philippines travel video', 'philippines travel vlog', 'potato corner', 'potato corner challenge', 'potato corner fries', 'travel', 'travel blog', 'travel philippines', 'travel video', 'travel vlog', 'two broskis', 'vlog']",Two Broskis
tjMhoid4jVc,Foreigners Try BULALO in Tagaytay! - Philippines Travel Vlog,UC94bSvWltDS6I0U_u7mn8VQ,"['foreigners try bulalo', 'foreigners try filipino dishes', 'foreigners try filipino food', 'foreigners try pinoy food', 'bulalo soup', 'bulalo tagaytay', 'foreigners react to filipino food', 'foreigners trying filipino food', 'best bulalo in tagaytay', 'filipino', 'filipino food', 'filipino food reaction', 'filipino food taste test', 'food vlogs', 'philippines food', 'philippines travel vlog', 'philippines vlog', 'pinoy food', 'pinoy food reaction', 'tagaytay', 'taste test', 'the philippines', 'travel vlog', 'two broskis']",Two Broskis
GbSSf9Xa1LY,Foreigners try Filipino Food (CHICHAWORMS) + INSANE Bohol Zipline! - Philippines Travel Vlog,UC94bSvWltDS6I0U_u7mn8VQ,"['foreigners try filipino food', 'filipino food', 'filipino food challenge', 'filipino food taste test', 'foreigners trying filipino food', 'trying filipino food', 'philippines food', 'bohol', 'bohol philippines', 'bohol tour', 'bohol vlog', 'bohol zipline', 'chichaworm', 'loboc bohol', 'loboc river', 'loboc river cruise', 'loboc zipline', 'philippines', 'philippines travel', 'philippines travel vlog', 'philippines vlog', 'philippines zipline', 'the philippines', 'travel', 'travel blog', 'travel vlog', 'two broskis', 'vlog', 'zipline']",Two Broskis
Ndo79ZpSvrM,Foreigners Try HALO HALO & Explore INTRAMUROS - Philippines Travel Vlog,UC94bSvWltDS6I0U_u7mn8VQ,"['foreigners try halo halo', 'halo halo', 'foreigners try filipino desserts', 'foreigners try filipino food', 'halo halo dessert', 'filipino halo halo', 'trying halo halo', 'trying halo halo for the first time', 'foreigners in manila', 'foreigners in the philippines', 'filipino food', 'fort santiago', 'fort santiago intramuros', 'intramuros', 'intramuros manila', 'intramuros tour', 'manila', 'manila vlog', 'philippines', 'philippines travel', 'philippines travel vlog', 'travel', 'travel blog', 'travel vlog', 'two broskis', 'vlog']",Two Broskis
0KyvSgEO6Fc,Trying Filipino Liquor (TANDUAY & MORE) & Oslob WHALE SHARK Swimming - Philippines Travel Vlog,UC94bSvWltDS6I0U_u7mn8VQ,"['trying filipino liquor', 'filipino liquor', 'filipino liquor reaction', 'filipino liquor taste test', 'trying filipino alcohol', 'foreigners try filipino liquor', 'filipino alcohol', 'filipino alcohol taste test', 'foreigners try filipino alcohol', 'oslob', 'oslob whale shark', 'oslob whale shark swimming', 'oslob whale shark watching', 'philippines', 'philippines travel', 'philippines travel vlog', 'philippines vlog', 'swimming with whale sharks', 'swimming with whale sharks oslob', 'two broskis', 'vlog', 'whale shark']",Two Broskis
9k1AEA6xXrk,Things that get embarrassing when I go to Korea after staying in the Philippines for a long time,UC9HiNy95qeyWUarzHO9sk8A,"['Philippines Korean', 'Korean living in the Philippines', 'Korean in the Philippines', 'Dumaguete', 'Hello Philippines', 'Christmas party', 'Philippines travel', 'reaction of foreigner in the Philippines', '필리핀 이민', '필리핀 두마게티', '필리핀 한달살기', '필리핀 어학연수', '필리핀 영어', '필리핀 영어공부', '필리핀 한국 고등학생']",Jun's Life in the Philippines
4Qb0n_NHZzE,"Amazing! First time, Christmas party in the Philippines / Korean living in the Philippines",UC9HiNy95qeyWUarzHO9sk8A,"['Philippines', 'Dumaguete', 'Korean living in the Philippine', 'Christmas', 'christmas party', 'Philippines Vlog', 'Philippines travel', '필리핀 이민', '필리핀 크리스마스 파티', '크리스마스 파티', '필리핀 영어공부', 'Christmas party in the Philippines', 'Hello Philippines']",Jun's Life in the Philippines
MhX6041_O9Y,Foreigners Who Love the Philippines (Bloggers),UC9YWmmRmSvug3HYYnq2dcqw,"['foreigners in philippines', 'foreigners react to philippines', 'foreigners visiting philippines', 'philippines', 'foreigners philippines', 'how foreigners are treated in the Philippines']",Illustrado Magazine
cYn7RhlFksI,Foreigners Try Filipino Food in Dubai (Filipino Food Reaction)  - Mukbang!!,UC9YWmmRmSvug3HYYnq2dcqw,"['mukbang', 'foreigners try filipino food', 'filipino food']",Illustrado Magazine
fqJRKSNryFU,New Years in the Philippines with our Filipino Friends 🇵🇭🎊 So much fun!,UC9jKcnqQ1TziJRAkSXbNISA,"['New Years in Philippines', 'New Years eve in Philippines', 'Philippines', 'Philippines travel', 'Philippines travel vlog', 'Philippines vlog', 'Philippines 2023', 'Travel vlog', 'Vlog', 'Happiness crossing', 'Travel 2023', 'Travel vlog 2023', 'Happy reactions Philippines', 'It’s more fun in the Philippines']",Happiness Crossing
Mqg3qC6Ly3k,Foreigners SHOCKED in SIQUIJOR Island (EMOTIONAL Moment) – Philippines Travel,UC9jKcnqQ1TziJRAkSXbNISA,"['siquijor island', 'travel philippines', 'siquijor', 'how to get to siquijor', 'travel the philippines', 'the philippines', 'philippines 2019', 'philippines travel', 'daily vlogs', 'budget travel', 'Siquijor island tour', 'Philippines Travel Vlog 2019', 'happiness crossing', 'travel philippines 2019', 'most beautiful islands in the Philippines', 'how to travel philippines', 'philippines on a budget', 'philippines travel guide', 'travel couple', 'travel vlogger']",Happiness Crossing
6kgyyJxRWTU,NEW BORACAY: IS IT WORTH IT? FOREIGNERS FIRST IMPRESSIONS [VLOG #37],UC9jKcnqQ1TziJRAkSXbNISA,"['new boracay', 'boracay', 'boracay travel', 'boracay beach', 'the new boracay', 'philippines vlog', 'philippines travel vlog', 'boracay 2019', 'daily vlogs', 'philippines travel', 'the philippines', 'the new boracay 2019', 'philippines travel vlog 2019', 'most beautiful island in the philippines', 'boracay vlog', 'boracay island update', 'boracay opening', 'happiness crossing', 'Budget Travel', 'will disanovich']",Happiness Crossing
3eWmsTsgWkQ,"Foreigners trying FILIPINO Street Food at Nightmarket 🇵🇭 Isaw, Pig Ear, Chicken Feet…🤤",UC9jKcnqQ1TziJRAkSXbNISA,"['Philippines street food', 'Philippines', 'Philippines Nightmarket', 'Philippines food', 'Filipino Food', 'Foreigners in Philippines', 'Foreigners trying filipino food', 'Foreigners trying filipino street food', 'Filipino street food', 'Philippines vlog', 'Philippines travel vlog', 'Travel the Philippines', 'Traveling the Philippines', 'It’s more fun in the Philippines', 'Happiness crossing', 'Fernando and vanessa', 'Happy reactions Philippines', '123 Japan']",Happiness Crossing
0JiN_E6wK-E,FOREIGNERS FIRST ROAD TRIP in the PHILIPPINES to MINDORO ORIENTAL,UCATIycLIXMeetRVO-XS4p7g,"['Travel in the Philippines', 'Pinoy Travel', 'Pinoy Travel vlog', 'Pinoy Travel guide', 'Philippines YouTubers', 'Philippines Travel', 'Philippines Travel vlog', 'Philippines Travel guide', 'Philippines Road Trip Philippines Vlogger', 'Philippines Bloggers Dubai YouTubers Dubai Vloggers', 'Foreigners in Philippines', 'Foreigner travellers in Philippines', 'Foreigners in the philippines', 'Foreigners travelling in the Philippines', 'Foreigner travellers in Manilla', 'road trip in the Philippines']",Adventure Faktory
W35rxGezBgQ,FOREIGNERS impressed by THE BEAUTIFUL VIEWS of the PHILIPPINES,UCATIycLIXMeetRVO-XS4p7g,"['Foreigner travellers in the Philippines', 'Foreigners reacting to Philippines', 'Foreigners in the Philippines', 'Foreigners living in Manilla', 'Foreigners travelling in the Philippines', 'Foreigners road trip in the Philippines', 'road trip in the Philippines', 'Foreigners road trip in Mindoro', 'Philippines YouTubers', 'Philippines Travel', 'Philippines Travel vlog', 'Philippines Travel guide', 'Philippines Vlogs', 'Travel Philippines Vlogs']",Adventure Faktory
A0qYNooALHk,Are FILIPINOS the NICEST PEOPLE in the WORLD? - FOREIGNERS get their BEST TIME in the PHILIPPINES,UCATIycLIXMeetRVO-XS4p7g,"['Foreigners in Philippines', 'Foreigner travellers in Manilla', 'Foreigner travellers in Philippines', 'Foreigners reacting to philippines', 'Foreigners in the Philippines', 'Foreigners living in Manilla', 'Foreigners travelling in the Philippines', 'Foreigners road trip in the Philippines', 'road trip in the Philippines Foreigners in Puerto Galera', 'Travel in the Philippines', 'Pinoy Travel guide', 'Philippines Travel', 'Philippines Road Trip Philippines Vlogger']",Adventure Faktory
ZDNvw9fsmMg,Having a BLAST in MANILA with famous FOREIGNER YOUTUBERS in the PHILIPPINES,UCATIycLIXMeetRVO-XS4p7g,"['Travel in the Philippines', 'Pinoy Travel vlog', 'Pinoy Travel guide', 'Philippines YouTubers', 'Philippines Travel', 'Philippines Travel vlog', 'Philippines Travel guide', 'Philippines Bloggers Dubai YouTubers Dubai Vloggers', 'Pinoy in Dubai', 'Filipinos in Dubai', 'Filipino Traditions', 'Lechon', 'Foreigners in Manilla', 'Foreigners in Philippines', 'Foreigners in the philippines', 'Foreigners living in Manilla', 'Foreigners try lechon for the first time', 'Lechon for the first time in Manilla']",Adventure Faktory
BPm6ggIwMzQ,Americans React to The Most Outrageous Food in the Philippines (Crocodile Lechon),UCAUgY9e_n2DhyZTgvPRoJnQ,"['react', 'reaction', 'filipino food', 'filipino', 'travel vlog', 'best ever food review show', 'philippines food', 'Crocodile Lechon - The most OUTRAGEOUS food in the Philippines reaction', 'Crocodile Lechon - The most OUTRAGEOUS food in the Philippines!', 'crocodile lechon', 'the most outrageous food in the philippines', 'philippines reaction', 'filipino reaction', 'reaction to the philippines', 'filipino food reaction', 'crocodile lechon in davao', 'crazy filipino food', 'travel', 'traveling', 'geography', 'travel reaction']",TriFate Geo
fybqI8z9jhk,Americans React to Can Filipinos Speak Their Own Language? (Tagalog Challenge),UCAUgY9e_n2DhyZTgvPRoJnQ,"['Can Filipinos Speak Their Own Language? (Tagalog Challenge)', 'Can Filipinos Speak Their Own Language reaction', 'Americans React to Can Filipinos Speak Their Own Language', 'reacting to Can Filipinos Speak Their Own Language', 'reaction to Can Filipinos Speak Their Own Language', 'reaction', 'philippines reaction', 'filipino', 'tagalog', 'philippines', 'reaction video', 'geography', 'geography reaction', 'travel', 'travel video', 'filipino food', 'filipino language', 'asian boss', 'can filipinos speak their own language']",TriFate Geo
iGcS_QsiCwA,American Guys React to 14 Reasons the Philippines Is Different from the Rest of the World,UCAUgY9e_n2DhyZTgvPRoJnQ,"['philippines', 'philippines travel', 'the philippines', 'philippines vlog', 'american guys', 'americans', '14 Reasons the Philippines Is Different from the Rest of the World', 'filipino', 'americans react to philippines', 'american guys react to philippines', '14 reasons the philippines is different', '14 reasons the philippines is different from the rest of the world', '14 reasons philippines', 'filipino reaction', 'reaction', 'reaction to philippines', 'reacting', 'reacting to philippines', 'travel', 'travel vlog', 'ph']",TriFate Geo
2DBEblhgaJk,Americans React to 10 Christmas Traditions in the Philippines! (Jahric Lago),UCAUgY9e_n2DhyZTgvPRoJnQ,"['philippines', 'philippines reaction', 'reaction to philippines', 'geography reaction', 'geography', 'culture reaction', 'reaction', 'reaction to', 'reacting', 'food', 'food reaction', 'reacting to philippines', 'americans react to philippines', 'Americans React to 10 Christmas Traditions in the Philippines', '10 christmas traditions in the philippines reaction', 'filipino christmas songs', 'filipino christmas traditions reaction', 'filipino christmas traditions', 'pinoy', 'pinoy reaction', 'reaction to philippines christmas']",TriFate Geo
AUvVSN8YWZs,Americans React to What It's Like To Have A Filipino Friend,UCAUgY9e_n2DhyZTgvPRoJnQ,"[""what it's like to have a filipino friend reaction"", 'things filipinos do', 'markian', 'philippines reaction', 'filipino friend reaction', 'filipino', 'philippines reaction video', 'americans react to philippines', ""americans react to what it's like to have a filipino friend"", 'americans', 'americans react', 'philippines', 'filipino reaction', 'funny video', 'funny', 'markian reaction', 'filipino friend', 'americans react to filipino friend', 'reaction', 'reacting', 'travel', 'geography', 'culture', 'trifate lifestyle philippines', 'react']",TriFate Geo
nRQq8eSvSIQ,Americans React to Celebrities With Filipino Blood!,UCAUgY9e_n2DhyZTgvPRoJnQ,"['philippines', 'philippines reaction', 'reaction to philippines', 'geography', 'geography reaction', 'culture', 'culture reaction', 'reaction to geography', 'reaction to culture', 'reaction', 'reaction to', 'react philippines', 'reacting to philippines', 'americans', 'americans react', 'american react to philippines', 'philippines food', 'philippines food reaction', 'food', 'food reaction', 'filipino celebrities', 'Americans React to Celebrities With Filipino Blood', 'celebrities with filipino blood reaction', 'pinoy celebs']",TriFate Geo
R1fuPtrok3M,Americans React to the Cost of Living in The Philippines!,UCAUgY9e_n2DhyZTgvPRoJnQ,"['react to philippines', 'sharing cultures', 'philippines', 'philippines reaction', 'reaction to philippines', 'geography reaction', 'geography', 'culture reaction', 'reaction', 'reaction to', 'reacting', 'food', 'food reaction', 'reacting to philippines', 'americans react to philippines', 'cost of living in the philippines 2021', 'cost of living in the philippines reaction', 'reaction to cost of living in the philippines', 'cost of living in the philippines', 'pinoy', 'filipino reaction', 'foreigners react to the philippines']",TriFate Geo
M7clFz4fyeg,Americans React to The Filipino Bamboo Cannon (Lantaka) - A Day of Explosions!,UCAUgY9e_n2DhyZTgvPRoJnQ,"['home made lantaka', 'how to make lantaka', 'paano gumawa ng lantaka', 'cannon', 'lantaka', 'how to make boga', 'philippines', 'philippines reaction', 'reaction to philippines', 'geography', 'geography reaction', 'culture', 'culture reaction', 'reaction to geography', 'reaction to culture', 'reaction', 'reaction to', 'react philippines', 'reacting to philippines', 'americans', 'americans react', 'american react to philippines', 'philippines food', 'philippines food reaction', 'food', 'food reaction', 'lantaka cannon', 'lantaka boga']",TriFate Geo
4Fge8RG2zYU,Americans React To How Fluent Are The Filipinos In English? (Language Challenge),UCAUgY9e_n2DhyZTgvPRoJnQ,"['philippines', 'filipino', 'philippines travel', 'philippines vlog', 'the philippines', 'can filipino speak english reaction', 'reaction to can filipino speak english', 'philippines reaction', 'reaction to philppines', 'can filipinos speak their own language reaction', 'can filipinos speak their own language', 'how fluent are filipinos in english reaction', 'how fluent are filipinos in english', 'pinoy reaction', 'ppop reaction', 'filipino reaction', 'Americans React To How Fluent Are The Filipinos In English']",TriFate Geo
O2ply5FZOfE,Americans React to Philippines vs Indonesia Highlights | AFC World Cup Qualifiers 2026!,UCAUgY9e_n2DhyZTgvPRoJnQ,"['philippines', 'philippines reaction', 'reaction to philippines', 'geography', 'geography reaction', 'culture', 'culture reaction', 'reaction to geography', 'reaction to culture', 'reaction', 'reaction to', 'react', 'react philippines', 'reacting to philippines', 'americans', 'americans react', 'american react to philippines', 'philippines food', 'philippines food reaction', 'indonesia', 'indonesia reaction', 'reaction to indonesia', 'react indonesia', 'reacting to indonesia', 'american react to indonesia', 'indonesia food reaction']",TriFate Geo
uu2B7zXLDO4,Americans React to Filipino Mythical Creatures Rap,UCAUgY9e_n2DhyZTgvPRoJnQ,"['pinoy rap', 'filipino', 'flow g', 'bagong pinoy rap', 'bagong pinoy rap 2021', 'Americans React to Filipino Mythical Creatures Rap', 'React to Filipino Mythical Creatures Rap', 'Filipino Mythical Creatures Rap', 'Filipino Mythical Creatures', 'Americans React to Filipino Mythical Creatures', 'Mythical Creatures Rap', 'philpppines', 'pihilippines', 'philippines reaction', 'reaction to philippines', 'reaction', 'reaction video', 'reacting', 'react', 'creatures rap', 'reactors', 'americans react']",TriFate Geo
WlQiV5soGOs,Americans React to Similarities Between Spanish and Filipino,UCAUgY9e_n2DhyZTgvPRoJnQ,"['Americans React to Similarities Between Spanish and Filipino', 'Americans React', 'Similarities Between Spanish and Filipino reaction', 'Similarities Between Spanish and Filipino', 'React to Similarities Between Spanish and Filipino', 'filipino reaction', 'philippines reaction', 'philippines', 'philippines vlog', 'pihjilippines', 'pihilippines', 'philippines travel vlog', 'vlog', 'reaction', 'reaction video', 'geography reaction', 'language', 'language video', 'tagalog']",TriFate Geo
hOeiBb1UYV4,Americans React to Top 10 Languages Spoken in The Philippines!,UCAUgY9e_n2DhyZTgvPRoJnQ,"['languages', 'language', 'most spoken language', 'philippines', 'philippines reaction', 'reaction to philippines', 'geography', 'geography reaction', 'culture', 'culture reaction', 'reaction to geography', 'reaction to culture', 'react', 'react philippines', 'reacting to philippines', 'americans', 'americans react', 'american react to philippines', 'philippines food', 'philippines food reaction', 'food', 'food reaction', 'Americans React to Top 10 Languages Spoken in The Philippines', 'Top 10 Languages Spoken in The Philippines']",TriFate Geo
sATsGNBRD9k,Americans React to I LOVE HOW RESPECTFUL FILIPINO CULTURE IS,UCAUgY9e_n2DhyZTgvPRoJnQ,"['filipino culture', 'filipino', 'pinoy', 'philippines', 'filipino cultures and values', 'toxic filipino culture', 'Americans React to I LOVE HOW RESPECTFUL FILIPINO CULTURE IS', 'I LOVE HOW RESPECTFUL FILIPINO CULTURE IS', 'Americans React', 'respect in philippines', 'RESPECTFUL FILIPINO CULTURE', 'filipino react', 'reaction', 'reacting', 'americans react to ph', 'philippines vlog', 'pihilippines vloggers', 'travel vlog', 'reaction video', 'reacting to filipino', 'pilipino', 'pilipina']",TriFate Geo
BFRmS1RSYYY,Americans React to Top 10 Most Prestigious and Expensive Schools In The Philippines in 2020!,UCAUgY9e_n2DhyZTgvPRoJnQ,"['philippines', 'philippines reaction', 'reaction to philippines', 'geography', 'geography reaction', 'culture', 'culture reaction', 'reaction to geography', 'reaction to culture', 'reaction', 'reaction to', 'react philippines', 'reacting to philippines', 'americans', 'americans react', 'american react to philippines', 'philippines food', 'philippines food reaction', 'food', 'food reaction', 'Americans React to Top 10 Most Prestigious and Expensive Schools In the philippines', 'philippines university vlog', 'philippines college']",TriFate Geo
auC65HEaRQI,Americans React to Filipino Accent Challenge!,UCAUgY9e_n2DhyZTgvPRoJnQ,"['philippines reaction', 'filipino', 'filipino accent', 'philippines', 'sharing cultures', 'react to philippines', 'reaction to philippines', 'geography reaction', 'geography', 'culture reaction', 'reaction', 'reaction to', 'reacting', 'reacting to philippines', 'americans react to philippines', 'filipino accent challenge reaction', 'reaction to filipino accent challenge', 'Americans React to Filipino Accent Challenge', 'reacting to filipino', 'americans react to filipino', 'reaction to filipino', 'filipino reaction']",TriFate Geo
f16ujuGgXOo,Americans React to I Live Better in The Philippines Than I Did in The U.S - Here's How!,UCAUgY9e_n2DhyZTgvPRoJnQ,"['philippines', 'philippines reaction', 'reaction to philippines', 'geography', 'geography reaction', 'culture', 'culture reaction', 'reaction to geography', 'reaction to culture', 'reaction', 'reaction to', 'react', 'react philippines', 'reacting to philippines', 'americans', 'americans react', 'american react to philippines', 'philippines food', 'philippines food reaction', 'food', 'food reaction', 'living in the philippines', 'philippines travel', 'philippines vlog', 'I Live Better in The Philippines Than I Did in The U.S', 'pinoy']",TriFate Geo
01CgNpWKero,"Americans React to Philippines, India, Singapore, English Vocabulary Differences!",UCAUgY9e_n2DhyZTgvPRoJnQ,"['Singapore', 'Philippines', 'India English Vocabulary Differences!', 'Americans React to Philippines', 'india reaction', 'philippines reaction', 'language differences', 'philippines language reaction', 'singapore vlog', 'singapore travel', 'reaction', 'reacting', 'geography reaction', 'reacting to philippines', 'filipino', 'indian', 'reacting to india']",TriFate Geo
